store_id,trans_datetime,staff_id,payment_type,order_channel,loyalty_member_id,pos_receipt_id,time_range,month,enrolment_date,first_name,last_name,email,date_of_birth,gender,primary_store_id,consent_marketing
3,2024-02-19 15:34:00,5004,Mobile Wallet,In-Store,3005.0,90115,12:00-18:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-03-25 15:12:00,5004,Cash,Click-and-Collect,3005.0,90060,12:00-18:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-02-06 05:48:00,5009,Card,In-Store,3004.0,90779,00:00-06:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-10 00:07:00,5004,Mobile Wallet,In-Store,3002.0,90170,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-02-24 14:56:00,5002,Mobile Wallet,In-Store,3003.0,90409,12:00-18:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-03-12 13:13:00,5008,Voucher,In-Store,3005.0,90254,12:00-18:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-03-05 23:14:00,5008,Mobile Wallet,Click-and-Collect,3004.0,90226,18:00-24:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-01-07 07:04:00,5002,Mobile Wallet,Click-and-Collect,3001.0,90413,06:00-12:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-03-26 22:40:00,5001,Voucher,Click-and-Collect,3002.0,90197,18:00-24:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-02-12 09:00:00,5006,Cash,Click-and-Collect,3005.0,90474,06:00-12:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-02-15 14:26:00,5005,Mobile Wallet,In-Store,3003.0,90417,12:00-18:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-22 03:34:00,5010,Card,Click-and-Collect,3005.0,90992,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-03-05 05:43:00,5001,Mobile Wallet,Click-and-Collect,3004.0,90599,00:00-06:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-02-02 13:14:00,5001,Card,Click-and-Collect,3003.0,90123,12:00-18:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-01-19 01:03:00,5005,Cash,In-Store,3005.0,90084,00:00-06:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-02-15 11:54:00,5004,Mobile Wallet,In-Store,3002.0,90245,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-02-10 07:07:00,5009,Mobile Wallet,In-Store,3002.0,90324,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-02-27 20:14:00,5007,Voucher,In-Store,3001.0,90551,18:00-24:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-13 05:57:00,5004,Cash,In-Store,3004.0,90721,00:00-06:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-03-23 19:58:00,5002,Voucher,In-Store,3001.0,90962,18:00-24:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-02-07 12:30:00,5009,Card,In-Store,3004.0,90160,12:00-18:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-07 12:23:00,5005,Cash,Click-and-Collect,3002.0,90704,12:00-18:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-26 17:14:00,5004,Card,Click-and-Collect,3003.0,90095,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-02-21 00:23:00,5007,Card,Click-and-Collect,3001.0,90760,00:00-06:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-27 02:29:00,5008,Card,In-Store,3002.0,90968,00:00-06:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-27 06:47:00,5004,Voucher,In-Store,3002.0,90921,06:00-12:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-02-16 06:52:00,5010,Mobile Wallet,In-Store,3004.0,90683,06:00-12:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-13 19:05:00,5003,Card,Click-and-Collect,3001.0,90026,18:00-24:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-09 22:32:00,5004,Voucher,Click-and-Collect,3004.0,90274,18:00-24:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-01 04:38:00,5001,Card,In-Store,3002.0,90228,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-03-01 21:47:00,5006,Cash,In-Store,3001.0,90595,18:00-24:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-20 01:51:00,5002,Cash,Click-and-Collect,3004.0,90747,00:00-06:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-29 12:47:00,5006,Card,Click-and-Collect,3002.0,90639,12:00-18:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-02-04 10:53:00,5010,Mobile Wallet,Click-and-Collect,3002.0,90317,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-03-07 18:12:00,5009,Cash,Click-and-Collect,3002.0,90131,18:00-24:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-01-18 10:43:00,5006,Voucher,Click-and-Collect,3005.0,90631,06:00-12:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-02-29 11:33:00,5009,Cash,Click-and-Collect,3001.0,90294,06:00-12:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-01-24 16:46:00,5003,Cash,Click-and-Collect,3003.0,90453,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-01-10 04:13:00,5010,Card,Click-and-Collect,3002.0,90291,00:00-06:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-01-12 20:11:00,5007,Card,Click-and-Collect,3002.0,90487,18:00-24:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-03-01 15:24:00,5002,Mobile Wallet,Click-and-Collect,3005.0,90507,12:00-18:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-10 00:07:00,5001,Card,In-Store,3002.0,90798,00:00-06:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-03-25 20:37:00,5007,Mobile Wallet,In-Store,3003.0,90571,18:00-24:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-02-05 06:19:00,5007,Cash,In-Store,3001.0,90573,06:00-12:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-03-14 12:23:00,5003,Card,In-Store,3005.0,90835,12:00-18:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-08 08:20:00,5007,Mobile Wallet,In-Store,3001.0,90762,06:00-12:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-01-12 02:32:00,5007,Mobile Wallet,In-Store,3004.0,90785,00:00-06:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-03-20 15:31:00,5005,Mobile Wallet,In-Store,3003.0,90080,12:00-18:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-01-05 02:13:00,5002,Cash,In-Store,3001.0,90711,00:00-06:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-02-21 19:45:00,5009,Mobile Wallet,In-Store,3004.0,90927,18:00-24:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-01-09 03:55:00,5001,Mobile Wallet,In-Store,3004.0,90007,00:00-06:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-13 13:26:00,5010,Voucher,Click-and-Collect,3003.0,90498,12:00-18:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-02-28 12:29:00,5007,Card,In-Store,3001.0,90861,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-03-05 05:49:00,5005,Voucher,In-Store,3002.0,90888,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-27 23:11:00,5006,Mobile Wallet,Click-and-Collect,3004.0,90020,18:00-24:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-03-14 00:29:00,5007,Cash,In-Store,3002.0,90860,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-03-11 20:14:00,5009,Voucher,Click-and-Collect,3004.0,90625,18:00-24:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-02-19 13:14:00,5002,Mobile Wallet,In-Store,3001.0,90248,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-01-07 16:00:00,5009,Voucher,In-Store,3004.0,90720,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-24 09:46:00,5002,Mobile Wallet,In-Store,3004.0,90739,06:00-12:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-06 01:08:00,5007,Card,In-Store,3005.0,90853,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
1,2024-02-01 18:47:00,5006,Cash,In-Store,3001.0,90300,18:00-24:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-02-10 10:47:00,5009,Mobile Wallet,In-Store,3004.0,90894,06:00-12:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-02-13 21:37:00,5008,Voucher,Click-and-Collect,3005.0,90390,18:00-24:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-02-09 17:14:00,5002,Voucher,Click-and-Collect,3002.0,90583,12:00-18:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-03-23 12:12:00,5006,Voucher,In-Store,3004.0,90641,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-11 11:20:00,5003,Voucher,Click-and-Collect,3005.0,90178,06:00-12:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-12 09:31:00,5003,Mobile Wallet,In-Store,3003.0,90807,06:00-12:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-01-25 09:57:00,5004,Cash,Click-and-Collect,3004.0,90610,06:00-12:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-04 14:19:00,5004,Card,Click-and-Collect,3004.0,90257,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-01-08 14:33:00,5008,Voucher,In-Store,3002.0,90591,12:00-18:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-03-30 07:13:00,5009,Card,In-Store,3002.0,90186,06:00-12:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-03-10 14:48:00,5010,Mobile Wallet,Click-and-Collect,3001.0,90338,12:00-18:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-02-26 00:32:00,5005,Voucher,Click-and-Collect,3003.0,90038,00:00-06:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-03-24 05:35:00,5003,Cash,In-Store,3005.0,90994,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-03-08 17:18:00,5009,Cash,In-Store,3003.0,90474,12:00-18:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-02-18 04:33:00,5004,Voucher,In-Store,3002.0,90775,00:00-06:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-01-28 13:08:00,5001,Voucher,Click-and-Collect,3004.0,90563,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-02-20 06:59:00,5010,Voucher,In-Store,3005.0,90030,06:00-12:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
5,2024-01-23 21:24:00,5005,Mobile Wallet,In-Store,3003.0,90015,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-01-30 10:02:00,5002,Voucher,Click-and-Collect,3002.0,90468,06:00-12:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
3,2024-03-28 09:09:00,5005,Card,In-Store,3001.0,90956,06:00-12:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-14 16:56:00,5004,Cash,Click-and-Collect,3004.0,90396,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-03-03 13:22:00,5004,Voucher,In-Store,3004.0,90892,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-01-15 02:05:00,5006,Voucher,Click-and-Collect,3001.0,90639,00:00-06:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
4,2024-02-29 09:36:00,5006,Voucher,In-Store,3004.0,90390,06:00-12:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-01-17 14:14:00,5004,Cash,In-Store,3005.0,90765,12:00-18:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-02-21 06:30:00,5005,Mobile Wallet,In-Store,3002.0,90816,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-22 03:13:00,5005,Card,Click-and-Collect,3003.0,90251,00:00-06:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-03-28 18:55:00,5005,Voucher,Click-and-Collect,3001.0,90180,18:00-24:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-06 00:58:00,5003,Voucher,Click-and-Collect,3004.0,90935,00:00-06:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-01-10 08:52:00,5008,Card,Click-and-Collect,3003.0,90262,06:00-12:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-27 06:32:00,5004,Card,In-Store,3002.0,90694,06:00-12:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
5,2024-02-16 11:12:00,5009,Voucher,Click-and-Collect,3005.0,90307,06:00-12:00,Feb,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-02-28 02:00:00,5006,Voucher,In-Store,3004.0,90204,00:00-06:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-03-16 05:36:00,5001,Cash,Click-and-Collect,3005.0,90368,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-01-12 12:05:00,5003,Card,Click-and-Collect,3004.0,90764,12:00-18:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-03-28 02:42:00,5002,Voucher,In-Store,3001.0,90822,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-02-17 17:11:00,5003,Cash,Click-and-Collect,3001.0,90480,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-03-01 16:12:00,5007,Voucher,In-Store,3004.0,90991,12:00-18:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-30 21:42:00,5004,Cash,In-Store,3003.0,90271,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-09 03:29:00,5001,Card,In-Store,3003.0,90026,00:00-06:00,Mar,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-01-23 11:17:00,5008,Mobile Wallet,Click-and-Collect,3004.0,90651,06:00-12:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
5,2024-01-02 16:15:00,5001,Voucher,In-Store,3003.0,90707,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
1,2024-03-06 03:42:00,5003,Mobile Wallet,In-Store,3005.0,90102,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
2,2024-01-23 00:44:00,5004,Voucher,In-Store,3001.0,90408,00:00-06:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-01-07 08:56:00,5004,Voucher,Click-and-Collect,3003.0,90679,06:00-12:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-04 00:27:00,5008,Voucher,In-Store,3002.0,90129,00:00-06:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
1,2024-02-08 11:40:00,5008,Card,Click-and-Collect,3002.0,90222,06:00-12:00,Feb,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-13 23:40:00,5010,Cash,In-Store,3004.0,90003,18:00-24:00,Jan,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-01-21 07:04:00,5003,Card,Click-and-Collect,3005.0,90113,06:00-12:00,Jan,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
3,2024-03-24 12:09:00,5002,Cash,Click-and-Collect,3001.0,90760,12:00-18:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
1,2024-03-14 03:29:00,5005,Card,Click-and-Collect,3004.0,90797,00:00-06:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
2,2024-03-07 05:39:00,5003,Cash,Click-and-Collect,3005.0,90623,00:00-06:00,Mar,08/07/2020,Maria,Khan,maria.khan@outlook.com,03/03/1969,Prefer not to say,1,False
4,2024-01-06 17:33:00,5001,Card,Click-and-Collect,3002.0,90612,12:00-18:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-01-24 19:59:00,5008,Mobile Wallet,In-Store,3003.0,90813,18:00-24:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
5,2024-02-27 14:10:00,5005,Cash,In-Store,3004.0,90426,12:00-18:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
3,2024-01-29 04:03:00,5009,Mobile Wallet,In-Store,3002.0,90832,00:00-06:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-02-09 23:34:00,5003,Voucher,Click-and-Collect,3003.0,90421,18:00-24:00,Feb,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-03-29 00:13:00,5002,Mobile Wallet,In-Store,3004.0,90615,00:00-06:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
1,2024-01-08 17:59:00,5010,Mobile Wallet,Click-and-Collect,3003.0,90673,12:00-18:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
4,2024-01-29 18:02:00,5005,Card,In-Store,3001.0,90377,18:00-24:00,Jan,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
5,2024-03-21 17:41:00,5007,Mobile Wallet,Click-and-Collect,3001.0,90998,12:00-18:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-01-07 11:43:00,5004,Cash,Click-and-Collect,3003.0,90186,06:00-12:00,Jan,11/02/2021,Ethan,Young,ethan.young@gmail.com,08/05/2010,Prefer not to say,1,False
2,2024-03-15 19:54:00,5007,Voucher,In-Store,3001.0,90430,18:00-24:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-02-09 16:05:00,5005,Mobile Wallet,Click-and-Collect,3001.0,90773,12:00-18:00,Feb,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
2,2024-03-07 01:58:00,5008,Cash,In-Store,3001.0,90678,00:00-06:00,Mar,02/04/2021,Daniel,Patel,daniel.patel@outlook.com,20/12/1981,F,3,True
3,2024-02-03 03:46:00,5003,Voucher,In-Store,3004.0,90221,00:00-06:00,Feb,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
4,2024-03-10 15:24:00,5003,Card,In-Store,3002.0,90695,12:00-18:00,Mar,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
2,2024-01-14 05:19:00,5009,Card,In-Store,3002.0,90226,00:00-06:00,Jan,02/03/2020,Grace,Rossi,grace.rossi@example.com,07/11/1962,M,1,True
4,2024-03-20 10:32:00,5002,Card,Click-and-Collect,3004.0,90510,06:00-12:00,Mar,30/11/2023,Leo,Taylor,leo.taylor@gmail.com,28/04/1974,Prefer not to say,2,False
