loyalty_member_id,enrolment_date,first_name,last_name,email,date_of_birth,gender,primary_store_id,consent_marketing
3067,29/09/2023,Daniel,Evans,daniel.evans@yahoo.com,07/09/2001,Other,2,FALSE
3068,10/07/2022,Grace,Evans,grace.evans@yahoo.com,02/08/2002,Other,1,FALSE
3069,07/06/2020,Ethan,King,ethan.king4500@yahoo.com,18/06/1999,Other,1,FALSE
3070,04/11/2020,Emma,Hall,emma.hall@gmail.com,31/05/1972,F,2,TRUE
3071,08/11/2021,Aisha,Rossi,aisha.rossi@example.com,26/07/1996,Prefer not to say,2,TRUE
3072,25/11/2023,Aisha,Turner,aisha.turner@example.com,26/05/2012,M,3,FALSE
3073,23/03/2024,Ava,Patel,ava.patel@outlook.com,15/10/1986,Prefer not to say,2,TRUE
3074,21/09/2022,Ava,Brown,ava.brown@outlook.com,06/02/1999,M,2,FALSE
3075,28/06/2023,Isabella,Green,isabella.green@example.com,14/06/1971,M,2,TRUE
3076,07/01/2021,Elena,Turner,elena.turner@yahoo.com,02/06/2001,M,2,FALSE
3077,22/11/2021,Emma,Khan,emma.khan@example.com,28/04/1989,Prefer not to say,2,FALSE
3078,14/03/2024,Sofia,Rossi,sofia.rossi@example.com,27/09/1961,M,2,TRUE
3079,14/09/2024,Elena,Wilson,elena.wilson4052@gmail.com,19/11/1977,M,3,TRUE
3080,01/03/2023,Liam,Lopez,liam.lopez@example.com,06/04/1970,F,2,FALSE
3081,29/09/2021,Lucas,Green,lucas.green@gmail.com,10/09/1974,M,3,TRUE
3082,04/01/2024,Oliver,Scott,oliver.scott@example.com,02/08/1995,F,1,TRUE
3083,21/05/2024,Daniel,Clark,daniel.clark@gmail.com,09/10/2010,M,2,FALSE
3084,05/10/2024,Lucas,Rossi,lucas.rossi@outlook.com,18/02/1961,Prefer not to say,2,TRUE
3085,10/06/2022,Mia,Adams,mia.adams@example.com,22/09/1973,F,3,FALSE
3086,11/06/2022,Chloe,Hill,chloe.hill@example.com,14/09/2001,Other,2,TRUE
3087,16/03/2024,Elena,Taylor,elena.taylor@example.com,16/11/1981,Prefer not to say,3,FALSE
3088,07/01/2021,Emma,Patel,emma.patel@example.com,27/02/1989,Prefer not to say,1,FALSE
3089,07/12/2023,Sofia,Hall,sofia.hall@outlook.com,25/06/2013,Other,3,TRUE
3090,14/01/2024,Ethan,Khan,ethan.khan@gmail.com,26/08/1981,Prefer not to say,2,TRUE
3091,09/07/2020,Ava,King,ava.king@example.com,19/07/1961,Other,1,FALSE
3092,07/02/2023,Liam,Clark,liam.clark@outlook.com,16/06/2002,Other,2,FALSE
3093,29/05/2021,Lucas,Evans,lucas.evans@outlook.com,05/07/1987,F,1,TRUE
3094,19/03/2021,Emma,Smith,emma.smith@yahoo.com,08/03/1977,Prefer not to say,2,FALSE
3095,09/01/2022,Daniel,Khan,daniel.khan@outlook.com,29/05/1980,F,2,TRUE
3096,21/04/2020,Grace,Lopez,grace.lopez@outlook.com,31/01/1964,Other,3,TRUE
3097,05/08/2021,Ava,Smith,ava.smith@gmail.com,02/07/2011,Prefer not to say,2,FALSE
3098,30/10/2024,Emma,Green,emma.green@gmail.com,26/08/1982,Prefer not to say,1,TRUE
3099,13/07/2023,Isabella,King,isabella.king@gmail.com,07/10/2011,M,1,TRUE
3100,30/08/2020,Leo,Clark,leo.clark@gmail.com,07/04/1982,Prefer not to say,3,TRUE
3101,31/08/2021,Ethan,Baker,ethan.baker@example.com,20/09/1999,Prefer not to say,2,TRUE
3102,08/03/2021,Chloe,Smith,chloe.smith@yahoo.com,12/02/2016,Other,3,TRUE
3103,02/06/2020,Tom,Brown,tom.brown@yahoo.com,09/07/2009,F,1,FALSE
3104,07/03/2020,Noah,Young,noah.young@example.com,16/02/1986,F,2,FALSE
3105,01/06/2024,Noah,Rossi,noah.rossi@yahoo.com,25/09/1983,F,2,TRUE
3106,19/08/2024,Grace,Brown,grace.brown@yahoo.com,31/10/1983,F,1,TRUE
3107,11/09/2020,Tom,Clark,tom.clark@outlook.com,26/05/1999,Prefer not to say,3,FALSE
3108,13/06/2020,Isabella,Taylor,isabella.taylor@example.com,10/04/1999,M,2,FALSE
3109,13/04/2021,Chloe,Taylor,chloe.taylor@gmail.com,11/03/1968,M,3,FALSE
3110,28/11/2022,Leo,Wilson,leo.wilson@yahoo.com,18/03/2002,Prefer not to say,2,TRUE
3111,13/12/2021,Leo,Turner,leo.turner1495@example.com,02/03/2002,Prefer not to say,2,FALSE
3112,21/11/2023,Daniel,Green,daniel.green@outlook.com,05/12/1996,Prefer not to say,2,FALSE
3113,06/10/2021,Grace,Wilson,grace.wilson@example.com,25/11/1967,Other,2,TRUE
3114,15/11/2024,Isabella,Wright,isabella.wright@gmail.com,01/01/2019,Prefer not to say,2,TRUE
3115,29/03/2024,Aisha,Wright,aisha.wright@outlook.com,10/11/2015,Prefer not to say,3,FALSE
3116,25/09/2020,James,Khan,james.khan@outlook.com,09/04/2009,Other,2,FALSE
3117,28/09/2021,Daniel,Patel,daniel.patel@yahoo.com,17/03/1974,M,3,FALSE
3118,28/08/2020,Elena,Brown,elena.brown@gmail.com,25/05/2001,F,2,FALSE
3119,25/08/2022,Ethan,Taylor,ethan.taylor@example.com,15/04/2003,F,2,TRUE
3120,19/07/2021,Isabella,Khan,isabella.khan@yahoo.com,06/04/1966,Prefer not to say,2,FALSE
3121,02/04/2023,Sarah,Clark,sarah.clark@outlook.com,27/08/2012,Prefer not to say,1,FALSE
3122,04/02/2023,Grace,King,grace.king@outlook.com,28/10/1989,Prefer not to say,2,FALSE
3123,19/10/2024,Aisha,Brown,aisha.brown@example.com,14/12/1980,Prefer not to say,1,FALSE
3124,10/06/2024,Ava,Baker,ava.baker@example.com,17/07/2019,F,2,TRUE
3125,25/11/2024,Maria,Wright,maria.wright@outlook.com,01/01/1969,Prefer not to say,1,FALSE
3126,12/11/2020,Sarah,Lopez,sarah.lopez@example.com,28/09/2018,M,2,FALSE
3127,13/06/2020,Emma,Young,emma.young@example.com,19/04/2018,Other,3,FALSE
3128,20/05/2020,Emma,King,emma.king@gmail.com,24/05/2015,F,3,FALSE
3129,06/04/2024,Liam,Rossi,liam.rossi@example.com,30/10/1968,M,2,TRUE
3130,18/06/2024,Oliver,Patel,oliver.patel@gmail.com,06/02/1989,M,2,FALSE
3131,23/12/2022,Lucas,Turner,lucas.turner@yahoo.com,27/11/1981,Prefer not to say,3,TRUE
3132,18/11/2024,Tom,Green,tom.green@gmail.com,05/09/2014,Prefer not to say,3,TRUE
3133,02/08/2022,Ava,Scott,ava.scott@yahoo.com,30/10/1980,Other,2,FALSE
3134,19/11/2020,Sarah,Evans,sarah.evans@outlook.com,13/01/2009,M,2,FALSE
3135,24/07/2022,Leo,Clark,leo.clark@example.com,09/06/1982,Other,1,FALSE
3136,17/03/2023,Ava,Smith,ava.smith@yahoo.com,19/03/1994,Other,3,FALSE
3137,17/01/2020,Oliver,Patel,oliver.patel@example.com,16/08/1984,M,3,FALSE
3138,27/07/2023,Oliver,Brown,oliver.brown@outlook.com,25/08/1979,F,3,FALSE
3139,03/06/2024,Maria,Smith,maria.smith@gmail.com,19/09/1987,Prefer not to say,1,FALSE
3140,10/03/2024,Maria,Rossi,maria.rossi@outlook.com,23/04/1989,Prefer not to say,1,TRUE
3141,24/10/2022,Maria,Hill,maria.hill@outlook.com,16/08/2007,Other,1,FALSE
3142,17/08/2022,Ava,Clark,ava.clark@outlook.com,01/05/1970,M,1,TRUE
3143,07/06/2024,Isabella,Hill,isabella.hill@outlook.com,07/02/1968,Prefer not to say,1,FALSE
3144,09/10/2023,Grace,Smith,grace.smith@example.com,24/01/1993,Other,3,FALSE
3145,21/02/2020,Lucas,Smith,lucas.smith@yahoo.com,19/04/2002,Other,3,TRUE
3146,16/04/2022,Elena,Evans,elena.evans@outlook.com,31/03/2018,M,1,TRUE
3147,18/07/2020,James,Clark,james.clark@example.com,02/06/1970,F,3,TRUE
3148,08/05/2022,Isabella,Evans,isabella.evans@outlook.com,18/06/2008,F,2,TRUE
3149,08/03/2020,Ava,Young,ava.young@example.com,04/02/1985,Other,1,FALSE
3150,05/11/2023,Noah,Brown,noah.brown@outlook.com,29/11/1968,Other,3,FALSE
3151,02/10/2024,James,Baker,james.baker3110@outlook.com,16/12/1970,Prefer not to say,1,TRUE
3152,13/05/2021,Chloe,Patel,chloe.patel@gmail.com,02/12/1989,F,3,TRUE
3153,23/07/2024,Elena,Hill,elena.hill9608@yahoo.com,17/05/1979,F,2,TRUE
3154,23/09/2020,Chloe,Patel,chloe.patel@outlook.com,24/12/1972,Other,1,TRUE
3155,05/06/2024,Sarah,Lopez,sarah.lopez@gmail.com,20/02/1992,F,3,FALSE
3156,16/09/2020,Sarah,Green,sarah.green@outlook.com,13/09/1964,Prefer not to say,3,TRUE
3157,17/11/2022,Elena,King,elena.king@example.com,24/06/1992,M,2,TRUE
3158,10/08/2023,Chloe,Wilson,chloe.wilson@outlook.com,03/02/2001,M,1,FALSE
3159,29/12/2023,Isabella,Turner,isabella.turner@gmail.com,26/12/2003,Prefer not to say,1,TRUE
3160,15/09/2020,Emma,Young,emma.young@yahoo.com,22/11/1965,Other,3,FALSE
3161,01/11/2022,Isabella,Young,isabella.young@outlook.com,14/09/2000,Prefer not to say,1,TRUE
3162,23/12/2024,Grace,Khan,grace.khan@example.com,05/07/2000,F,2,FALSE
3163,02/10/2021,Noah,Baker,noah.baker@example.com,12/07/1968,Prefer not to say,2,FALSE
3164,05/07/2020,Lucas,Lopez,lucas.lopez@example.com,08/01/1966,M,1,FALSE
3165,02/05/2020,Daniel,Adams,daniel.adams@yahoo.com,30/11/2009,Other,3,TRUE
3166,14/05/2023,Mia,Adams,mia.adams843@example.com,21/10/1985,Other,2,TRUE
3167,06/09/2023,Leo,Wright,leo.wright@yahoo.com,18/11/1973,Prefer not to say,1,TRUE
3168,10/04/2024,Lucas,Hill,lucas.hill@outlook.com,22/04/1970,Other,3,TRUE
3169,09/09/2023,Mia,Hill,mia.hill@gmail.com,20/08/2014,Other,1,TRUE
3170,13/01/2020,Sofia,Clark,sofia.clark@outlook.com,29/06/1991,F,1,FALSE
3171,08/03/2024,Elena,Lopez,elena.lopez@gmail.com,25/03/1968,F,2,FALSE
3172,30/09/2021,Noah,Hall,noah.hall@yahoo.com,13/03/1993,Other,3,TRUE
3173,11/04/2020,James,Lopez,james.lopez@yahoo.com,06/06/2015,M,2,FALSE
3174,13/07/2021,Mia,King,mia.king@example.com,26/02/1997,F,3,TRUE
3175,23/09/2022,Lucas,Turner,lucas.turner4641@gmail.com,18/03/2013,Other,1,TRUE
3176,22/02/2021,Isabella,Young,isabella.young@gmail.com,08/09/1960,Other,1,TRUE
3177,15/10/2022,Sofia,Clark,sofia.clark1966@outlook.com,10/09/1960,Prefer not to say,1,TRUE
3178,18/02/2023,Isabella,Hill,isabella.hill@yahoo.com,17/11/2004,Other,1,FALSE
3179,08/06/2020,James,Turner,james.turner@gmail.com,31/03/2001,Other,3,FALSE
3180,23/08/2020,Leo,Baker,leo.baker@example.com,21/12/1985,Prefer not to say,1,FALSE
3181,29/06/2020,Tom,Young,tom.young@example.com,18/06/1992,Prefer not to say,1,TRUE
3182,10/06/2020,Mia,Scott,mia.scott@example.com,03/01/2007,Prefer not to say,2,FALSE
3183,11/11/2022,Liam,Hall,liam.hall@yahoo.com,07/11/1966,M,3,TRUE
3184,29/07/2020,Lucas,Adams,lucas.adams@yahoo.com,13/03/1981,F,2,TRUE
3185,03/06/2020,Tom,Young,tom.young@yahoo.com,22/10/2018,F,3,FALSE
3186,09/08/2023,Noah,Scott,noah.scott@example.com,23/08/2010,Other,3,FALSE
3187,24/06/2022,Maria,Evans,maria.evans@gmail.com,25/01/2002,Other,2,TRUE
3188,03/08/2022,Lucas,Wright,lucas.wright@gmail.com,06/11/1987,Prefer not to say,1,TRUE
3189,04/11/2024,Lucas,Clark,lucas.clark@gmail.com,01/11/2017,M,3,FALSE
3190,16/07/2024,Noah,Scott,noah.scott@gmail.com,06/05/2000,F,2,FALSE
3191,30/07/2020,Ethan,Lopez,ethan.lopez@gmail.com,01/06/2000,Other,3,TRUE
3192,18/06/2022,Ethan,Green,ethan.green4060@gmail.com,10/04/1999,F,2,FALSE
3193,22/10/2023,Oliver,Baker,oliver.baker@example.com,10/05/1990,M,3,FALSE
3194,04/08/2021,Elena,Hall,elena.hall9142@gmail.com,05/09/1994,Other,3,TRUE
3195,27/09/2021,Emma,Rossi,emma.rossi@yahoo.com,20/05/1991,Prefer not to say,1,TRUE
3196,09/06/2024,Oliver,Hill,oliver.hill@example.com,23/09/2017,Other,1,TRUE
3197,12/01/2022,Mia,Wright,mia.wright@outlook.com,20/08/1961,Other,1,TRUE
3198,08/10/2020,Emma,King,emma.king@yahoo.com,28/04/1980,F,1,FALSE
3199,20/11/2021,Daniel,Wright,daniel.wright@gmail.com,21/05/2019,F,3,FALSE
3200,14/07/2024,Maria,Green,maria.green@yahoo.com,18/01/2016,F,3,FALSE
3201,28/06/2022,James,Turner,james.turner@outlook.com,23/04/1981,Other,3,FALSE
3202,14/07/2024,Liam,Hill,liam.hill@yahoo.com,06/10/1987,Prefer not to say,1,FALSE
3203,12/05/2024,Leo,Evans,leo.evans@example.com,12/04/1985,Prefer not to say,3,FALSE
3204,16/04/2020,Tom,Khan,tom.khan@yahoo.com,06/06/1982,Prefer not to say,2,TRUE
3205,11/04/2024,Ethan,Smith,ethan.smith@outlook.com,11/07/1967,F,2,FALSE
3206,30/03/2021,Ethan,Lopez,ethan.lopez@example.com,24/03/1968,Prefer not to say,2,TRUE
3207,04/02/2022,Mia,Wilson,mia.wilson@example.com,13/01/2005,F,2,TRUE
3208,21/07/2020,Lucas,Brown,lucas.brown@gmail.com,03/08/1988,Other,1,TRUE
3209,07/07/2022,James,Clark,james.clark2274@example.com,31/01/2002,M,1,TRUE
3210,29/01/2024,Sofia,Khan,sofia.khan@yahoo.com,27/03/2009,Prefer not to say,1,FALSE
3211,03/05/2021,Liam,Clark,liam.clark@gmail.com,13/04/1964,Prefer not to say,3,FALSE
3212,02/01/2023,Elena,Smith,elena.smith@example.com,14/07/2013,M,3,TRUE
3213,13/06/2023,Maria,Clark,maria.clark@example.com,21/02/1960,Other,1,FALSE
3214,13/12/2022,Tom,Rossi,tom.rossi@outlook.com,26/01/1966,M,2,FALSE
3215,01/01/2022,James,Baker,james.baker4156@outlook.com,16/06/1961,M,2,TRUE
3216,31/03/2020,Daniel,Scott,daniel.scott@outlook.com,20/12/1971,Other,3,FALSE
3217,08/01/2021,Tom,Evans,tom.evans@example.com,03/09/2016,F,1,FALSE
3218,08/06/2024,James,Clark,james.clark@yahoo.com,06/12/1963,F,1,FALSE
3219,27/08/2022,Oliver,Wright,oliver.wright@example.com,19/09/2008,Other,1,TRUE
3220,10/11/2021,Oliver,Adams,oliver.adams@gmail.com,30/10/2018,Other,1,FALSE
3221,25/11/2021,Mia,Baker,mia.baker@example.com,08/09/1994,F,2,FALSE
3222,29/01/2024,Lucas,Wright,lucas.wright@outlook.com,31/05/1967,Prefer not to say,1,FALSE
3223,29/07/2020,Chloe,Green,chloe.green@outlook.com,25/10/1988,M,2,FALSE
3224,13/11/2023,Oliver,Evans,oliver.evans@example.com,13/12/1974,Prefer not to say,2,FALSE
3225,02/08/2023,James,Adams,james.adams@example.com,18/08/1984,M,1,FALSE
3226,19/10/2020,Lucas,Wright,lucas.wright@yahoo.com,17/10/1962,Prefer not to say,1,TRUE
3227,07/03/2023,Elena,Brown,elena.brown5934@outlook.com,07/05/1994,M,3,TRUE
3228,11/04/2024,Noah,Adams,noah.adams@outlook.com,30/10/1999,M,3,TRUE
3229,23/08/2023,Ethan,Adams,ethan.adams@example.com,15/03/1988,Other,1,TRUE
3230,03/03/2022,Sarah,Green,sarah.green@example.com,13/06/2006,M,2,FALSE
3231,13/02/2021,Noah,Khan,noah.khan@outlook.com,25/01/2004,M,1,TRUE
3232,17/07/2024,Noah,Green,noah.green@example.com,16/11/1967,Other,3,FALSE
3233,09/10/2024,Elena,Hill,elena.hill@outlook.com,28/11/1986,F,3,TRUE
3234,10/06/2024,Lucas,Wright,lucas.wright1989@yahoo.com,11/01/1978,F,1,FALSE
3235,03/07/2024,Sarah,Adams,sarah.adams@outlook.com,06/12/2001,F,3,TRUE
3236,12/12/2022,Elena,Clark,elena.clark@example.com,10/12/2002,Prefer not to say,2,TRUE
3237,12/08/2022,Maria,Hall,maria.hall@gmail.com,14/05/2000,Other,1,TRUE
3238,27/11/2022,Maria,Turner,maria.turner@gmail.com,20/02/1971,F,2,TRUE
3239,28/11/2022,Tom,Hall,tom.hall@yahoo.com,16/01/1991,Other,1,FALSE
3240,04/07/2023,Aisha,Hill,aisha.hill@outlook.com,25/03/1971,Other,3,TRUE
3241,11/09/2023,Ethan,Green,ethan.green@yahoo.com,11/05/1975,Other,3,TRUE
3242,26/08/2023,Sarah,Rossi,sarah.rossi9450@gmail.com,29/09/1983,F,3,FALSE
3243,22/01/2023,Chloe,Patel,chloe.patel@example.com,06/04/2016,Other,3,FALSE
3244,17/07/2022,Ava,Brown,ava.brown@example.com,07/09/1986,M,3,TRUE
3245,21/02/2021,Tom,Evans,tom.evans7934@example.com,31/08/2001,Other,3,TRUE
3246,24/09/2020,Emma,Hall,emma.hall@outlook.com,09/10/1995,Other,3,TRUE
3247,01/07/2021,Emma,Brown,emma.brown@example.com,28/12/1970,Prefer not to say,1,TRUE
3248,04/11/2024,Daniel,Wilson,daniel.wilson@outlook.com,18/06/1994,Prefer not to say,1,TRUE
3249,11/04/2024,Emma,Scott,emma.scott@outlook.com,11/01/1977,F,2,FALSE
3250,03/07/2020,Ava,Clark,ava.clark@example.com,29/01/1962,Prefer not to say,3,FALSE
3251,13/04/2020,Liam,Khan,liam.khan@outlook.com,13/05/1964,Other,2,FALSE
3252,01/06/2022,Oliver,Hill,oliver.hill@gmail.com,23/08/1969,F,2,FALSE
3253,14/04/2020,Isabella,Adams,isabella.adams@gmail.com,09/12/1995,F,2,FALSE
3254,26/07/2021,Elena,Baker,elena.baker@example.com,30/04/2009,M,1,TRUE
3255,18/01/2022,Isabella,Adams,isabella.adams@outlook.com,17/01/2010,F,1,FALSE
3256,07/10/2020,Ethan,Wilson,ethan.wilson@gmail.com,29/06/1963,Other,2,FALSE
3257,09/06/2023,Maria,Young,maria.young@yahoo.com,03/06/1989,Other,1,FALSE
3258,23/08/2024,Chloe,Clark,chloe.clark@outlook.com,06/07/2005,Prefer not to say,3,FALSE
3259,03/05/2022,Ava,Patel,ava.patel5428@outlook.com,31/10/1969,Other,3,TRUE
3260,22/05/2024,Chloe,King,chloe.king@outlook.com,25/10/2018,F,3,TRUE
3261,12/07/2023,Leo,King,leo.king@yahoo.com,12/01/2007,Prefer not to say,1,TRUE
3262,08/02/2020,James,Scott,james.scott@gmail.com,11/02/1977,Prefer not to say,2,FALSE
3263,06/05/2024,Maria,Turner,maria.turner6724@yahoo.com,07/01/2005,Prefer not to say,3,TRUE
3264,27/10/2021,Maria,Wright,maria.wright@yahoo.com,27/04/2010,Prefer not to say,3,FALSE
3265,02/12/2021,Emma,Green,emma.green@example.com,30/10/2007,Other,3,FALSE
3266,25/07/2021,Chloe,King,chloe.king@yahoo.com,11/02/1982,Other,1,FALSE
3267,09/09/2022,Oliver,Khan,oliver.khan@example.com,10/06/1988,Other,3,FALSE
3268,03/08/2024,Oliver,Smith,oliver.smith@example.com,25/05/1995,Other,1,FALSE
3269,24/06/2022,James,Clark,james.clark@gmail.com,27/01/1991,Other,3,FALSE
3270,26/11/2023,Aisha,Khan,aisha.khan@outlook.com,03/06/2010,Other,1,TRUE
3271,13/04/2020,Chloe,Scott,chloe.scott@yahoo.com,01/10/1981,F,3,TRUE
3272,24/07/2020,James,Smith,james.smith5412@example.com,19/05/2002,F,1,TRUE
3273,19/10/2021,Mia,King,mia.king3268@example.com,08/10/1985,Other,3,TRUE
3274,21/02/2024,Elena,Scott,elena.scott@yahoo.com,04/01/2008,M,1,FALSE
3275,16/01/2021,Tom,Wilson,tom.wilson@example.com,10/06/2004,Other,1,TRUE
3276,05/08/2021,Oliver,Scott,oliver.scott@gmail.com,21/01/1990,Prefer not to say,3,FALSE
3277,29/01/2021,Maria,Wright,maria.wright@example.com,23/06/1984,M,2,TRUE
3278,17/02/2024,Noah,Taylor,noah.taylor@yahoo.com,06/04/1961,Other,2,TRUE
3279,02/11/2021,Tom,Young,tom.young7008@example.com,24/03/2006,M,2,TRUE
3280,23/05/2021,Tom,Lopez,tom.lopez@example.com,11/01/1989,M,2,FALSE
3281,10/09/2021,Liam,Evans,liam.evans@outlook.com,28/07/1989,M,2,FALSE
3282,20/09/2021,Liam,Wilson,liam.wilson@gmail.com,02/10/2001,F,2,FALSE
3283,28/03/2021,Daniel,Clark,daniel.clark@outlook.com,21/02/2015,F,1,FALSE
3284,08/12/2023,Maria,Evans,maria.evans@outlook.com,22/04/1997,Prefer not to say,3,TRUE
3285,03/07/2022,Liam,Young,liam.young@gmail.com,22/02/2007,Other,1,TRUE
3286,04/01/2023,James,Hill,james.hill@yahoo.com,19/05/2011,F,1,FALSE
3287,08/01/2024,Ethan,Evans,ethan.evans@gmail.com,05/06/1978,Prefer not to say,1,FALSE
